pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_age,sy_dist
K2-42 b,1,1,Transit,2016,K2,6.68796,0.0617,2.15,5.27,,396.913
K2-43 b,1,2,Transit,2016,K2,3.471149,0.03784,4.51,18.5,,182.536
K2-43 c,1,2,Transit,2019,K2,2.198884,,2.42,6.44,,182.536
K2-44 b,1,1,Transit,2016,K2,5.657,0.06,2.433,6.5,,476.703
K2-45 b,1,1,Transit,2016,K2,1.7292684,0.0224,6.71,36.4,,495.317
K2-46 b,1,1,Transit,2016,K2,19.1541,0.13821,2.05,4.86,,449.237
K2-47 b,1,1,Transit,2016,K2,31.6372,0.1779,1.89,4.23,,349.881
K2-48 b,1,1,Transit,2016,K2,20.5065,0.1344,2.24,5.65,,313.764
K2-49 b,1,1,Transit,2016,K2,2.77065,0.0309,1.93,4.38,,457.125
K2-5 b,1,2,Transit,2015,K2,5.73594,0.0532,1.91,4.31,,202.943
K2-5 c,1,2,Transit,2015,K2,10.93241,0.0818,2.26,5.73,,202.943
K2-50 b,1,2,Transit,2016,K2,8.7529,0.0705,1.59,3.15,,257.443
K2-52 b,1,1,Transit,2016,K2,3.535055,0.054,18,45700,,1038.41
K2-53 b,1,1,Transit,2016,K2,12.20772,0.098,2.6,7.27,,138.018
K2-54 b,1,1,Transit,2016,K2,9.7843,0.0671,1.15,1.6,,174.955
K2-55 b,1,1,Transit,2016,K2,2.849258,0.03486,3.82,14,,159.522
K2-57 b,1,1,Transit,2016,K2,9.0063,0.0746,2.1,5.06,,264.213
K2-58 b,1,3,Transit,2016,K2,7.05254,0.0692,2.68,7.65,,181.746
K2-58 c,1,3,Transit,2016,K2,2.53726,0.035,1.62,3.26,,181.746
K2-58 d,1,3,Transit,2016,K2,22.8827,0.1517,1.71,3.57,,181.746
K2-59 b,1,2,Transit,2016,K2,20.6921,0.1354,2.41,6.39,,311.313
K2-59 c,1,2,Transit,2016,K2,11.2954,0.0905,2.3,5.9,,311.313
K2-6 b,1,1,Transit,2015,K2,30.94191,0.1898,2.5,6.8,,316.819
K2-60 b,1,1,Transit,2016,K2,3.00265,0.045,7.656,135.39558,10,491.87
K2-61 b,1,1,Transit,2016,K2,2.57302,0.0392,2.48,6.71,,405.732
K2-62 b,1,2,Transit,2016,K2,6.67202,0.0636,2.14,5.22,,112.467
K2-62 c,1,2,Transit,2016,K2,16.1966,0.1148,2.14,5.22,,112.467
K2-63 b,1,2,Transit,2016,K2,20.257,0.1627,3.22,10.5,,517.534
K2-63 c,1,2,Transit,2016,K2,25.4556,0.189,3.9,14.5,,517.534
K2-64 b,1,1,Transit,2016,K2,6.53044,0.0619,2.07,4.94,,499.891
K2-65 b,1,1,Transit,2016,K2,12.6475,0.1014,1.58,3.12,,72.2
K2-66 b,1,1,Transit,2016,K2,5.06963,0.05983,2.49,21.3,,513.877
K2-68 b,1,1,Transit,2016,K2,8.05428,0.0708,1.58,3.12,,168.652
K2-69 b,1,1,Transit,2016,K2,7.06599,0.0591,2.32,5.99,,180.697
K2-7 b,1,1,Transit,2015,K2,28.67992,0.1814,2.67,7.61,,738.553
K2-70 b,1,1,Transit,2016,K2,13.97896,0.1112,2.89,8.7,,232.964
K2-71 b,1,1,Transit,2016,K2,6.98541,0.0559,2.15,5.27,,153.192
K2-72 b,1,4,Transit,2016,K2,5.577212,0.04,1.08,1.28,,66.4321
K2-72 c,1,4,Transit,2016,K2,15.189034,0.078,1.16,1.65,,66.4321
K2-72 d,1,4,Transit,2016,K2,7.760178,0.05,1.01,1.01,,66.4321
K2-72 e,1,4,Transit,2016,K2,24.158868,0.106,1.29,2.21,,66.4321
K2-73 b,1,1,Transit,2016,K2,7.49543,0.07619,2.45,6.57,,269.183
K2-74 b,1,1,Transit,2016,K2,19.5666,0.1402,2.31,5.95,,377.822
K2-75 b,1,2,Transit,2016,K2,7.8142,0.081,2.67,7.61,,561.93
K2-75 c,1,2,Transit,2016,K2,18.311,0.1429,2.77,8.1,,561.93
K2-77 b,1,1,Transit,2016,K2,8.199796,0.076,2.3,603.877,0.85,141.731
K2-79 b,1,1,Transit,2016,K2,10.9947,0.0988,4.09,9.2,6.5,256.011
K2-8 b,1,2,Transit,2015,K2,10.35239,0.0856,3.58,12.5,,403.513
K2-8 c,1,2,Transit,2016,K2,5.06416,0.0532,2.41,6.39,,403.513
K2-80 b,1,3,Transit,2016,K2,19.0918,0.135,2.01,4.7,,200.802
K2-80 c,1,3,Transit,2016,K2,5.605,0.0596,1.47,2.76,,200.802
K2-80 d,1,3,Transit,2018,K2,28.867253,,2.552,7.04,,200.802
K2-81 b,1,1,Transit,2016,K2,6.102325,0.059,1.97,4.54,,252.318
K2-83 b,1,2,Transit,2016,K2,2.74697,0.03014,1.244,2.08,,125.529
K2-83 c,1,2,Transit,2016,K2,9.99767,0.07131,1.483,2.8,,125.529
K2-84 b,1,2,Transit,2016,K2,6.4215,0.0665,2.41,6.39,,284.876
K2-84 c,1,2,Transit,2016,K2,27.86,0.1768,2.03,4.78,,284.876
K2-85 b,1,1,Transit,2016,K2,0.684559,0.013,1.2,1.87,,97.2179
K2-86 b,1,1,Transit,2016,K2,8.77683,0.077,1.96,4.5,,258.699
K2-87 b,1,1,Transit,2016,K2,9.726618,0.094,7.6,44.9,,491.242
K2-88 b,1,1,Transit,2016,K2,4.6122,0.0345,1.23,2.04,,110.561
K2-89 b,1,1,Transit,2016,K2,1.096026,0.01462,0.615,0.17,,86.0386
K2-9 b,1,1,Transit,2015,K2,18.4498,0.091,2.25,5.69,1,82.9631
K2-90 b,1,2,Transit,2016,K2,13.733314,0.096,2.6,7.27,,134.188
K2-90 c,1,2,Transit,2016,K2,2.900706,0.035,1.3,2.24,,134.188
K2-91 b,1,1,Transit,2016,K2,1.419549,0.0164,1.1,1.37,,62.5785
K2-95 b,1,1,Transit,2016,K2,10.1346454,0.0525,3.31,11,0.79,179.854
K2-97 b,1,1,Transit,2016,K2,8.406726,0.086,10.61,152.5584,7.8,878.43
K2-98 b,1,1,Transit,2016,K2,10.136448,0.0974,5.2,32.2,5.2,518.625
K2-99 b,1,1,Transit,2016,K2,18.251985,0.1597,11.73,308.2951,2.4,519.229
KELT-1 b,1,1,Transit,2012,KELT,1.217514,0.02466,12.442,8654.15,,268.43
KELT-10 b,1,1,Transit,2016,KELT-South,4.1662739,0.0525,15.681,215.80657,4.5,188.404
KELT-11 b,1,1,Transit,2017,KELT-South,4.7361,0.06229,15.132,54.34893,,99.1596
KELT-12 b,1,1,Transit,2017,KELT-North,5.031623,0.06708,19.952,301.9385,2.2,368.03
KELT-14 b,1,1,Transit,2016,KELT-South,1.7100566,0.03005,19.537,408.09372,5.11,250.121
KELT-15 b,2,1,Transit,2016,KELT-South,3.32944,0.04613,19.504,416.3573,,324.683
KELT-16 b,2,1,Transit,2017,KELT,0.9689951,0.02044,15.861,874.0325,3.1,444.586
KELT-17 b,1,1,Transit,2016,KELT,3.0801716,0.04881,17.094,416.3573,0.65,226.5
KELT-18 b,2,1,Transit,2017,KELT-North,2.8717518,0.0455,17.598,375.0394,1.9,321.376
KELT-19 A b,2,1,Transit,2017,KELT,4.6117093,0.0637,21.409,1293.5681,,300.276
KELT-2 A b,2,1,Transit,2012,KELT,4.11379,0.05497,15.132,540.311,3.97,134.058
KELT-20 b,1,1,Transit,2017,KELT-North,3.4741085,0.0542,19.515,1074.90106,0.6,136.426
KELT-21 b,1,1,Transit,2018,KELT-North,3.6127647,0.05224,17.777,1242.7153,1.6,470.878
KELT-23 A b,2,1,Transit,2019,KELT-North,2.255251,0.03302,14.83,298.12454,6.4,126.261
KELT-24 b,1,1,Transit,2019,KELT-North,5.5514926,0.06969,14.258,1646.3594,0.78,96.5173
KELT-3 b,2,1,Transit,2013,KELT,2.70339,0.04123,17.486,616.5902,3,210.252
KELT-4 A b,3,1,Transit,2016,KELT,2.9895932,0.04317,19.044,286.68266,4.44,218.05
KELT-6 b,1,2,Transit,2014,KELT,7.8457,0.07939,14.572,165.2716,6.1,240.726
KELT-6 c,1,2,Radial Velocity,2015,Multiple Observatories,1276,2.39,13,1179.1493,4.9,240.726
KELT-7 b,1,1,Transit,2015,KELT,2.73477,0.04415,17.934,441.7837,1.3,136.681
KELT-8 b,1,1,Transit,2015,KELT,3.24406,0.0455,18.159,209.7678,5.4,197.572
KELT-9 b,2,1,Transit,2017,KELT-North,1.4811235,0.03462,21.196,915.3504,0.3,204.455
KIC 10001893 b,1,3,Orbital Brightness Modulation,2014,Kepler,0.2197,,,,,1672.94
KIC 10001893 c,1,3,Orbital Brightness Modulation,2014,Kepler,0.32528,,,,,1672.94
KIC 10001893 d,1,3,Orbital Brightness Modulation,2014,Kepler,0.81161,,,,,1672.94
KIC 10068024 b,1,1,Orbital Brightness Modulation,2021,Kepler,2.073549,,13.4,635.65681,0.56,721.105
KIC 10525077 b,1,1,Transit,2015,Kepler,854.083,,5.5,25.9,,1461.15
KIC 3526061 b,1,1,Radial Velocity,2022,McDonald Observatory,3552,5.14,12.1,5768.58559,,401.229
KIC 3558849 b,1,1,Transit,2015,Kepler,1322.3,,6.9,38.1,,1215.7
KIC 5095269 b,2,1,Eclipse Timing Variations,2017,Kepler,237.68977,0.8,12.6,2445.06619,,1188.54
KIC 5437945 b,1,2,Transit,2015,Kepler,440.7813,1.1455,6.4,33.6,3.16,1274.01
KIC 5479689 b,1,1,Orbital Brightness Modulation,2021,Kepler,1.701531,,14.2,158.9142,,454.95
KIC 5951458 b,2,1,Transit,2015,Kepler,1320.1,,6.6,35.4,,742.688
KIC 7917485 b,1,1,Pulsation Timing Variations,2016,Kepler,840,,12.4,3750.394,,1382.89
KIC 8121913 b,1,1,Orbital Brightness Modulation,2021,Kepler,3.294601,,13.4,667.43965,,707.303
KIC 8540376 b,1,3,Transit,2015,Kepler,31.8099,,4.1,15.8,,1072.3
KIC 8540376 c,1,3,Transit,2015,Kepler,75.2,,2.4,6.35,,1072.3
KIC 9663113 b,1,2,Transit,2015,Kepler,572.3847,1.4062,4.6,19.2,3,1594.74
KMT-2016-BLG-0212L b,1,1,Microlensing,2018,KMTNet,,2.2,12.2,5700,,6300
KMT-2016-BLG-1105L b,1,1,Microlensing,2023,KMTNet,,2.44,1.33,2.32,,5080
KMT-2016-BLG-1107L b,1,1,Microlensing,2019,KMTNet,,0.342,13.1,1043,,6651
KMT-2016-BLG-1397L b,1,1,Microlensing,2018,KMTNet,,5.1,12.7,2200,,6600
KMT-2016-BLG-1820L b,1,1,Microlensing,2018,KMTNet,,1.08,12.9,1450,,6260
KMT-2016-BLG-1836L b,1,1,Microlensing,2019,KMTNet,,3.5,13.3,700,,7100
KMT-2016-BLG-2142L b,1,1,Microlensing,2018,KMTNet,,0.83,12.2,4923,,7010
KMT-2016-BLG-2364L b,1,1,Microlensing,2020,KMTNet,,2.63,13,1250,,6440
KMT-2016-BLG-2397L b,1,1,Microlensing,2020,KMTNet,,3.64,13.2,836,,4880
KMT-2016-BLG-2605L b,1,1,Microlensing,2021,KMTNet,,0.681,14,245.0457,,6421
KMT-2017-BLG-0165L b,1,1,Microlensing,2018,KMTNet,,3.45,6.45,34,,4530
KMT-2017-BLG-0428L b,1,1,Microlensing,2023,KMTNet,,1.81,2.23,5.59,,5400
KMT-2017-BLG-0673L b,1,1,Microlensing,2022,KMTNet,,2.34,13,1166.43025,,5080
KMT-2017-BLG-1003L b,1,1,Microlensing,2023,KMTNet,,1.38,2.13,5.19,,7090
KMT-2017-BLG-1038L b,1,1,Microlensing,2019,KMTNet,,1.8,13.4,640,,6000
KMT-2017-BLG-1146L b,1,1,Microlensing,2019,KMTNet,,1.6,14,230,,6500
KMT-2017-BLG-1194L b,1,1,Microlensing,2023,KMTNet,,1.78,1.7,3.54,,4240
KMT-2017-BLG-2509L b,1,1,Microlensing,2021,KMTNet,,2.14,13.4,664.26137,,7040
KMT-2018-BLG-0029L b,1,1,Microlensing,2020,KMTNet,,4.27,2.67,7.59,,3380
KMT-2018-BLG-0030L b,1,1,Microlensing,2022,KMTNet,,4.39,13.6,460.85119,,6480
KMT-2018-BLG-0087L b,1,1,Microlensing,2022,KMTNet,,0.87,10.1,73.10053,,7020
KMT-2018-BLG-0247L b,1,1,Microlensing,2022,KMTNet,,2.46,13.4,670.61794,,6760
KMT-2018-BLG-0748L b,1,1,Microlensing,2020,KMTNet,,0.62,9.01,60,,7300
KMT-2018-BLG-1025L b,1,1,Microlensing,2021,KMTNet,,1.305,2.34,6.059,,6705
KMT-2018-BLG-1292L b,1,1,Microlensing,2020,KMTNet,,6.03,12.9,1400,,3460
KMT-2018-BLG-1743L b,1,1,Microlensing,2021,KMTNet,,1.449,10.5,77.86796,,6483
KMT-2018-BLG-1976L b,1,1,Microlensing,2021,KMTNet,,3.54,13.3,705.57906,,5840
KMT-2018-BLG-1988L b,1,1,Microlensing,2022,KMTNet,,3.09,2.22,5.56,,4150
KMT-2018-BLG-1990L b,1,1,Microlensing,2019,KMTNet,,0.763,12.9,111,,967
KMT-2018-BLG-1996L b,1,1,Microlensing,2021,KMTNet,,4.27,13.7,346.43296,,5910
KMT-2018-BLG-2602L b,1,1,Microlensing,2022,KMTNet,,3.81,13.7,365.50267,,4310
KMT-2019-BLG-0253L b,1,1,Microlensing,2022,KMTNet,,3.1,2.99,9.2,,4900
KMT-2019-BLG-0298L b,1,1,Microlensing,2023,KMTNet,,5.67,13.4,575.26942,,6710
KMT-2019-BLG-0371L b,1,1,Microlensing,2021,KMTNet,,0.79,12.6,2447.27873,,7010
KMT-2019-BLG-0414L b,1,1,Microlensing,2022,KMTNet,,1.16,12.9,1452.47582,,4410
KMT-2019-BLG-0842L b,1,1,Microlensing,2020,KMTNet,,3.31,3.19,10.28,,3320
KMT-2019-BLG-0953L b,1,1,Microlensing,2022,KMTNet,,1.1,4.06,15.5,,7200
KMT-2019-BLG-1042L b,1,1,Microlensing,2022,KMTNet,,1.7,9.05,60.3874,,6600
KMT-2019-BLG-1216L b,1,1,Microlensing,2023,KMTNet,,2.44,5.98,29.87587,,2740
KMT-2019-BLG-1339L b,1,1,Microlensing,2020,KMTNet,,2.15,13.7,397,,6120
KMT-2019-BLG-1367L b,1,1,Microlensing,2023,KMTNet,,1.7,1.85,4.08,,4670
KMT-2019-BLG-1552L b,1,1,Microlensing,2022,KMTNet,,2.6,13,1287.20505,,4600
KMT-2019-BLG-1715L b,1,1,Microlensing,2021,KMTNet,,3.32,13.2,813.64072,,3860
KMT-2019-BLG-1806L b,1,1,Microlensing,2023,KMTNet,,3.02,2,4.67,,6640
KMT-2019-BLG-1953L b,1,1,Microlensing,2020,KMTNet,,,14.1,200,,7040
KMT-2019-BLG-2783L b,1,1,Microlensing,2023,KMTNet,,1.85,13.7,368.68095,,5910
KMT-2019-BLG-2974L b,1,1,Microlensing,2022,KMTNet,,2,11.4,88.99195,,6100
KMT-2020-BLG-0414L b,1,2,Microlensing,2021,KMTNet,,1.26,0.997,0.96,,800
KMT-2020-BLG-0414L c,1,2,Microlensing,2021,KMTNet,,0.12,12.2,4894.55747,,800
KMT-2021-BLG-0119L b,1,1,Microlensing,2022,KMTNet,,2.92,12.8,1754.41281,,3130
KMT-2021-BLG-0171L b,1,1,Microlensing,2022,KMTNet,,3.5,3.35,11.2,,4600
KMT-2021-BLG-0192L b,1,1,Microlensing,2022,KMTNet,,1.62,6.56,34.96112,,5120
KMT-2021-BLG-0240L b,1,1,Microlensing,2022,KMTNet,,2.8,9.6,66.74397,,6600
KMT-2021-BLG-0320L b,1,1,Microlensing,2022,KMTNet,,1.54,6.2,31.78284,,6950
KMT-2021-BLG-0322L b,2,1,Microlensing,2021,KMTNet,,,12.7,2034.1018,,6600
KMT-2021-BLG-0712L b,1,1,Microlensing,2023,KMTNet,,2.22,6.91,38.19,,3090
KMT-2021-BLG-0748L b,1,1,Microlensing,2022,KMTNet,,2.43,14.3,143.02278,,6090
KMT-2021-BLG-0909L b,1,1,Microlensing,2023,KMTNet,,1.75,13.7,400.46379,,6480
KMT-2021-BLG-0912L b,1,1,Microlensing,2022,KMTNet,,3.14,1.49,2.81,,5560
KMT-2021-BLG-1077L b,1,2,Microlensing,2022,KMTNet,,1.26,9.86,69.92225,,8240
KMT-2021-BLG-1077L c,1,2,Microlensing,2022,KMTNet,,0.93,10.6,79.4571,,8240
KMT-2021-BLG-1105L b,1,1,Microlensing,2023,KMTNet,,3.54,13.6,413.17693,,4540
KMT-2021-BLG-1253L b,1,1,Microlensing,2022,KMTNet,,1.52,4.59,19.05,,6640
KMT-2021-BLG-1303L b,1,1,Microlensing,2022,KMTNet,,2.89,13.6,120.77479,,6280
KMT-2021-BLG-1372L b,1,1,Microlensing,2022,KMTNet,,2.37,9.12,61.27,,5970
KMT-2021-BLG-1391L b,1,1,Microlensing,2022,KMTNet,,2.29,1.97,4.55,,5720
KMT-2021-BLG-1547L b,1,1,Microlensing,2023,KMTNet,,4.5,13.6,467.20776,,5070
KMT-2021-BLG-1554L b,1,1,Microlensing,2022,KMTNet,,0.72,6.9,38.13941,,7680
KMT-2021-BLG-1689L b,1,1,Microlensing,2022,KMTNet,,2.5,7.71,46,,7200
KMT-2021-BLG-1770L b,1,1,Microlensing,2023,KMTNet,,0.9,12.1,6674.39655,,6920
KMT-2021-BLG-1898L b,1,1,Microlensing,2022,KMTNet,,1.9,14,232.01474,,6900
KMT-2021-BLG-2010L b,1,1,Microlensing,2023,KMTNet,,1.79,13.8,340.0764,,7090
KMT-2021-BLG-2294L b,1,1,Microlensing,2022,KMTNet,,1.15,5.02,22.24799,,6800
KMT-2021-BLG-2478L b,1,1,Microlensing,2023,KMTNet,,1.85,13.9,286.04557,,2970
KMT-2022-BLG-0371L b,1,1,Microlensing,2023,KMTNet,,3.02,10.9,82.63539,,7140
KMT-2022-BLG-0440L b,1,1,Microlensing,2023,KMTNet,,1.9,4.05,15.4,,3500
KMT-2022-BLG-1013L b,1,1,Microlensing,2023,KMTNet,,1.38,12.1,98.52681,,7710
KOI-12 b,1,2,Transit,2015,Kepler,17.855182,0.154,13.787,349.613,1.45,399.398
KOI-1257 b,2,1,Transit,2014,Kepler,86.647661,0.382,10.54,460.83,9.3,656
KOI-13 b,3,1,Transit,2011,Kepler,1.763588,0.03641,16.948,2949.4624,1.12,519.096
KOI-142 b,1,3,Transit,2013,Kepler,10.91647,0.098,3.438,9.5,1.6,376.863
KOI-142 c,1,3,Transit,2013,Kepler,22.26492,0.15525,14,214.1,2.2,376.863
KOI-1599.01,1,2,Transit,2019,Kepler,20.4415,0.14728,1.9,4.6,4.7,1131.64
KOI-1599.02,1,2,Transit,2019,Kepler,13.6088,0.112293,1.9,9,4.7,1131.64
KOI-1783.01,1,2,Transit,2020,Kepler,134.4628,0.5135,8.86,71,0.2,865.73
KOI-1783.02,1,2,Transit,2020,Kepler,284.215,0.8453,5.44,15,0.2,865.73
KOI-1831 d,1,4,Transit,2021,Kepler,34.169,0.1949,1.13,2.23,0.8,501.574
KOI-1833 d,1,3,Transit,2021,Kepler,7.685,0.0634,2.58,11.02,2.14,290.324
KOI-217 b,1,1,Transit,2010,Kepler,3.90512,0.0477,12.442,,1.7,914.699
KOI-3503 b,1,2,Transit,2021,Kepler,21.185,0.1462,1.19,9.2,,887.064
KOI-3503 c,1,2,Transit,2021,Kepler,31.828,0.1911,1.21,10.36,,887.064
KOI-351 b,1,8,Transit,2013,Kepler,7.008151,0.074,1.31,2.27,0.53,848.254
KOI-351 c,1,8,Transit,2013,Kepler,8.719375,0.089,1.19,1.81,0.53,848.254
KOI-351 d,1,8,Transit,2013,Kepler,59.73667,0.32,2.87,8.6,0.53,848.254
KOI-351 e,1,8,Transit,2013,Kepler,91.93913,0.42,2.66,7.56,0.53,848.254
KOI-351 f,1,8,Transit,2013,Kepler,124.9144,0.48,2.88,8.65,0.53,848.254
KOI-351 g,1,8,Transit,2013,Kepler,210.60697,0.71,8.1,254.264,0.53,848.254
KOI-351 h,1,8,Transit,2013,Kepler,331.60059,1.01,11.3,381.396,0.53,848.254
KOI-3680 b,1,1,Transit,2018,Kepler,141.241671,0.534,11.097,613.4119,3.2,921.986
KOI-4777.01,1,1,Transit,2014,Kepler,0.412,0.008,0.51,99.2,4,172.245
KOI-55 b,1,2,Orbital Brightness Modulation,2011,Kepler,0.240104,0.006,0.759,0.44,,1231.02
KOI-55 c,1,2,Orbital Brightness Modulation,2011,Kepler,0.342887,0.0076,0.867,0.655,,1231.02
KOI-7368 b,1,1,Transit,2022,Kepler,6.8430344,0.0678,2.22,5.56,0.036,264.995
KOI-7913 b,2,1,Transit,2022,Kepler,24.278553,0.1456,2.34,6.08,0.036,271.277
KOI-94 b,2,4,Transit,2013,Kepler,3.743208,0.05119,1.71,10.5,3.16,477.052
KOI-94 c,2,4,Transit,2013,Kepler,10.423648,0.1013,4.32,15.6,3.16,477.052
KOI-94 d,2,4,Transit,2013,Kepler,22.342989,0.1684,11.27,106,3.16,477.052
KOI-94 e,2,4,Transit,2013,Kepler,54.32031,0.3046,6.56,35,3.16,477.052
KOI-984 b,1,2,Transit,2022,Kepler,4.2881785,0.0504,4.3,17.1,1.3,252.667
KOI-984 c,1,2,Transit Timing Variations,2022,Kepler,21.512,0.1467,14.1,209.8,1.3,252.667
KPS-1 b,1,1,Transit,2018,Acton Sky Portal Observatory,1.706291,0.0269,11.545,346.4347,,262.706
Kapteyn c,1,1,Radial Velocity,2014,Multiple Observatories,121.54,0.311,2.54,7,,3.93305
Kepler-10 b,1,3,Transit,2011,Kepler,0.8374907,0.01685,1.47,3.26,10.6,185.506
Kepler-10 c,1,3,Transit,2011,Kepler,45.294301,0.241,2.355,11.4,10.6,185.506
Kepler-10 d,1,3,Radial Velocity,2023,Roque de los Muchachos Observatory,151.04,0.5379,3.61,12.68,10.6,185.506
Kepler-100 b,1,3,Transit,2014,Kepler,6.88705,0.072,1.32,7.34,6.46,304.645
Kepler-100 c,1,3,Transit,2014,Kepler,12.8159,0.109,2.2,7.05,6.46,304.645
Kepler-100 d,1,3,Transit,2014,Kepler,35.3331,0.2143,1.61,3,6.46,304.645
Kepler-1000 b,1,1,Transit,2016,Kepler,120.0181272,0.5337,4.76,20.3,1.26,1115.62
Kepler-1001 b,1,2,Transit,2016,Kepler,14.30511983,0.1129,3.15,10.1,4.68,928.978
Kepler-1001 c,1,2,Transit,2020,Kepler,9.18186,0.084,1.578,3.11,0.6,928.978
Kepler-1002 b,1,1,Transit,2016,Kepler,4.33642933,0.0564,1.71,3.57,4.07,408.303
Kepler-1003 b,1,1,Transit,2016,Kepler,3.55485691,0.0444,1.78,3.82,3.16,941.902
Kepler-1004 b,1,1,Transit,2016,Kepler,5.28789787,0.0671,6.28,32.5,7.76,1152.68
Kepler-1005 b,1,1,Transit,2016,Kepler,6.49801525,0.0669,1.5,2.86,6.17,567.806
Kepler-1006 b,1,1,Transit,2016,Kepler,19.76172042,0.1464,1.54,2.99,4.27,1081.738
Kepler-1007 b,1,1,Transit,2016,Kepler,5.18500207,0.048,1.44,2.67,4.17,365
Kepler-1008 b,2,1,Transit,2016,Kepler,12.43931193,0.0951,1.28,2.18,6.76,282.565
Kepler-1009 b,1,1,Transit,2016,Kepler,11.35011917,0.0796,2.17,5.35,3.16,355.019
Kepler-101 b,1,2,Transit,2014,Kepler,3.4876812,0.0474,5.77,51.1,5.9,927.981
Kepler-101 c,1,2,Transit,2014,Kepler,6.02976,0.0684,1.25,3.78,5.9,927.981
Kepler-1010 b,1,1,Transit,2016,Kepler,34.2685705,0.193,2.32,5.99,4.79,579.273
Kepler-1011 b,1,1,Transit,2016,Kepler,5.75322197,0.0633,2.87,8.6,4.47,736.779
Kepler-1012 b,1,1,Transit,2016,Kepler,5.50860439,0.0585,1.29,2.21,3.72,411.077
Kepler-1013 b,1,1,Transit,2016,Kepler,18.93054959,0.137,2.15,5.27,4.27,422.246
Kepler-1014 b,1,1,Transit,2016,Kepler,16.57110363,0.121,2.39,6.3,4.79,624.8
Kepler-1015 b,1,1,Transit,2016,Kepler,16.00494214,0.1396,3.55,12.3,1.58,739.357
Kepler-1016 b,1,2,Transit,2016,Kepler,1.95452434,0.0307,2.18,5.39,3.89,1402.82
Kepler-1016 c,1,2,Transit,2016,Kepler,105.6551369,0.4389,3.68,13.1,3.89,1402.82
Kepler-1017 b,1,1,Transit,2016,Kepler,7.23400469,0.0702,1.99,4.62,2.95,552.058
Kepler-1018 b,1,1,Transit,2016,Kepler,49.1013514,0.253,2.58,7.18,4.47,1010.01
Kepler-1019 b,1,1,Transit,2016,Kepler,1.41122985,0.0221,1.46,2.73,3.55,194.182
Kepler-102 b,1,5,Transit,2014,Kepler,5.286965,0.05521,0.46,1.1,1.1,107.796
Kepler-102 c,1,5,Transit,2014,Kepler,7.071392,0.06702,0.567,1.7,1.1,107.796
Kepler-102 d,1,5,Transit,2014,Kepler,10.311767,0.08618,1.154,3,1.1,107.796
Kepler-102 e,1,5,Transit,2013,Kepler,16.1456994,0.1162,2.17,4.7,1.1,107.796
Kepler-102 f,1,5,Transit,2014,Kepler,27.453592,0.1656,0.861,4.3,1.1,107.796
Kepler-1020 b,1,1,Transit,2016,Kepler,96.9151496,0.3878,2.28,5.82,3.63,415.358
Kepler-1021 b,1,1,Transit,2016,Kepler,13.47469571,0.1034,2.33,6.04,4.68,810.082
Kepler-1022 b,1,1,Transit,2016,Kepler,10.99469878,0.0805,2.36,6.17,3.63,420.042
Kepler-1023 b,1,1,Transit,2016,Kepler,62.1387714,0.301,2.63,7.41,4.47,694.175
Kepler-1024 b,1,1,Transit,2016,Kepler,66.4162133,0.3033,3.91,14.5,5.25,1087.4
Kepler-1025 b,1,1,Transit,2016,Kepler,37.3229493,0.3344,1.98,4.58,3.31,803.776
Kepler-1026 b,1,1,Transit,2016,Kepler,36.5156053,0.1977,2.21,5.52,4.57,351.239
Kepler-1027 b,2,1,Transit,2016,Kepler,1.9078052,0.0295,0.89,0.64,1.41,405.104
Kepler-1028 b,1,1,Transit,2016,Kepler,2.51462432,0.0354,1.33,2.33,4.68,607.916
Kepler-1029 b,1,1,Transit,2016,Kepler,4.41769648,0.047,1.26,2.13,4.07,366.656
Kepler-103 b,1,2,Transit,2014,Kepler,15.9653287,0.13223,3.486,9.8,6.03,494.832
Kepler-103 c,1,2,Transit,2014,Kepler,179.60978,0.6639,5.45,38,6.03,494.832
Kepler-1030 b,1,1,Transit,2016,Kepler,19.32952416,0.1338,2.48,6.71,4.37,758.702
Kepler-1031 b,1,1,Transit,2016,Kepler,1.22621732,0.0218,0.87,0.59,3.39,682.882
Kepler-1032 b,1,1,Transit,2016,Kepler,3.29011795,0.0361,1.87,4.16,1.86,673.01
Kepler-1033 b,1,1,Transit,2016,Kepler,7.56052806,0.0761,2.51,6.85,5.01,1455.5
Kepler-1034 b,1,1,Transit,2016,Kepler,12.12400943,0.0965,2.26,5.73,4.79,654.549
Kepler-1035 b,1,1,Transit,2016,Kepler,2.71407755,0.0386,1.17,1.71,4.47,562.116
Kepler-1036 b,1,1,Transit,2016,Kepler,122.8808058,0.4629,3.01,9.32,3.24,489.435
Kepler-1037 b,1,1,Transit,2016,Kepler,1.06378867,0.0198,1.28,2.18,5.13,446.914
Kepler-1038 b,1,2,Transit,2016,Kepler,148.4603382,0.5238,3.53,12.2,4.27,584.136
Kepler-1038 c,1,2,Transit,2021,Kepler,7.1276598,0.0692,1.416,2.59,14,584.136
Kepler-1039 b,1,1,Transit,2016,Kepler,0.93488424,0.0184,1.46,2.73,4.37,306.91
Kepler-104 b,2,3,Transit,2014,Kepler,11.427548,0.094,3.1,19.6,12.9,400.785
Kepler-104 c,2,3,Transit,2014,Kepler,23.668205,0.153,3.13,9.96,12.9,400.785
